CANDIDATO_ID;CANDIDATO;CURSO_ID;CURSO;PROCESSO_ID;PROCESSO;PERIODO_LETIVO;FORMA_PAGAMENTO_ID;FORMA_PAGAMENTO;BOLSA_ESTUDO;CALL_CENTER;VALOR;DATA_PREINSCRICAO;HORA_PREINSCRICAO;DATA_INSCRICAO;HORA_INSCRICAO;DATA_PAGINSCRICAO;HORA_PAGINSCRICAO
10454;Candidato 10454;4;Curso 4;11;Processo 11;2019/1;2;Cartão de Crédito;0;0;300.00;20180916;906;20180916;1117;20180916;1143
10454;Candidato 10454;4;Curso 4;12;Processo 12;2019/1;;;0;0;;20180916;859;20180916;1133;;
10455;Candidato 10455;4;Curso 4;11;Processo 11;2019/1;;;;;;20180916;1207;;;;
10456;Candidato 10456;4;Curso 4;11;Processo 11;2019/1;;;;;;20180916;1218;;;;
10457;Candidato 10457;4;Curso 4;11;Processo 11;2019/1;;;;;;20180916;1254;;;;
10458;Candidato 10458;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;1;300.00;20180916;1305;20180917;943;20180917;0
10459;Candidato 10459;4;Curso 4;11;Processo 11;2019/1;;;;;;20180916;1430;;;;
10460;Candidato 10460;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;1;300.00;20180916;1451;20180917;1700;20181001;0
10461;Candidato 10461;0;Curso 0;10;Processo 10;2019/1;;;;;;20180916;1536;;;;
10462;Candidato 10462;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;1;300.00;20180916;1605;20180917;1341;20180920;0
10463;Candidato 10463;15;Curso 15;10;Processo 10;2019/1;;;;;;20180916;1617;;;;
10463;Candidato 10463;9;Curso 9;38;Processo 38;2020/2;;;0;0;;20200531;1803;20200531;1804;;
10464;Candidato 10464;9;Curso 9;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180916;1736;20180916;1739;20180917;0
10465;Candidato 10465;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180916;1824;20180917;1345;20180919;0
10466;Candidato 10466;4;Curso 4;12;Processo 12;2019/1;1;Boleto;0;0;200.00;20180916;1917;20180916;1929;20180917;0
10467;Candidato 10467;4;Curso 4;11;Processo 11;2019/1;;;;;;20180916;2003;;;;
10469;Candidato 10469;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180916;2050;20180917;1848;;
10470;Candidato 10470;4;Curso 4;11;Processo 11;2019/1;;;;;;20180916;2132;;;;
10471;Candidato 10471;15;Curso 15;10;Processo 10;2019/1;1;Boleto;1;0;50.00;20180916;2330;20180916;2334;20181108;0
10472;Candidato 10472;14;Curso 14;10;Processo 10;2019/1;;;1;0;;20180916;2341;20180922;2028;;
10473;Candidato 10473;4;Curso 4;11;Processo 11;2019/1;;;0;1;;20180917;11;20180917;1942;;
10473;Candidato 10473;4;Curso 4;12;Processo 12;2019/1;;;;;;20180917;14;;;;
10474;Candidato 10474;1;Curso 1;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;145;20181002;2227;20181008;0
10475;Candidato 10475;39;Curso 39;10;Processo 10;2019/1;;;1;0;;20180917;412;20180917;418;;
10476;Candidato 10476;18;Curso 18;10;Processo 10;2019/1;;;;;;20180917;748;;;;
10476;Candidato 10476;6;Curso 6;19;Processo 19;2019/2;;;0;0;;20190506;807;20190506;812;;
10476;Candidato 10476;4;Curso 4;26;Processo 26;2020/1;2;Cartão de Crédito;0;0;300.00;20190925;1006;20190925;1008;20190925;1009
10477;Candidato 10477;15;Curso 15;10;Processo 10;2019/1;;;1;0;;20180917;845;20180917;847;;
10478;Candidato 10478;12;Curso 12;10;Processo 10;2019/1;1;Boleto;0;0;25.00;20180917;943;20180917;945;20180918;0
10479;Candidato 10479;12;Curso 12;10;Processo 10;2019/1;1;Boleto;1;1;25.00;20180917;1101;20180917;1117;20180918;0
10479;Candidato 10479;12;Curso 12;15;Processo 15;2019/1;;;;;;20181120;1037;;;;
10480;Candidato 10480;6;Curso 6;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;1211;20180917;1216;20180918;0
10481;Candidato 10481;14;Curso 14;10;Processo 10;2019/1;3;Isento;0;0;0.00;20180917;1227;20180917;1248;20180917;0
10482;Candidato 10482;17;Curso 17;10;Processo 10;2019/1;;;;;;20180917;1232;;;;
10483;Candidato 10483;4;Curso 4;11;Processo 11;2019/1;;;;;;20180917;1244;;;;
10484;Candidato 10484;4;Curso 4;12;Processo 12;2019/1;;;;;;20180917;1255;;;;
10485;Candidato 10485;17;Curso 17;10;Processo 10;2019/1;1;Boleto;1;1;25.00;20180917;1328;20180917;1333;20180918;0
10486;Candidato 10486;4;Curso 4;11;Processo 11;2019/1;2;Cartão de Crédito;0;0;300.00;20180917;1406;20180917;1407;20180917;1433
10487;Candidato 10487;4;Curso 4;11;Processo 11;2019/1;;;;;;20180917;1435;;;;
10487;Candidato 10487;4;Curso 4;12;Processo 12;2019/1;;;;;;20180917;1442;;;;
10487;Candidato 10487;4;Curso 4;39;Processo 39;2020/2;;;;;;20200626;20;;;;
10488;Candidato 10488;22;Curso 22;10;Processo 10;2019/1;1;Boleto;1;1;25.00;20180917;1527;20180917;1540;20180917;0
10489;Candidato 10489;20;Curso 20;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;1529;20180917;1533;20180918;0
10490;Candidato 10490;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180917;1623;20180917;1629;;
10491;Candidato 10491;0;Curso 0;10;Processo 10;2019/1;;;;;;20180917;1625;;;;
10492;Candidato 10492;1;Curso 1;10;Processo 10;2019/1;1;Boleto;1;1;25.00;20180917;1631;20180917;1644;20180918;0
10492;Candidato 10492;1;Curso 1;15;Processo 15;2019/1;;;;;;20190118;1057;;;;
10493;Candidato 10493;4;Curso 4;12;Processo 12;2019/1;;;0;0;;20180917;1635;20180917;1638;;
10494;Candidato 10494;4;Curso 4;11;Processo 11;2019/1;;;0;1;;20180917;1656;20180917;1711;;
10494;Candidato 10494;4;Curso 4;12;Processo 12;2019/1;;;;;;20180917;1653;;;;
10494;Candidato 10494;4;Curso 4;22;Processo 22;2019/2;;;;;;20190506;1701;;;;
10495;Candidato 10495;39;Curso 39;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;1707;20180917;1803;20181008;0
10496;Candidato 10496;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180917;1715;20180918;949;20180919;0
10496;Candidato 10496;4;Curso 4;21;Processo 21;2019/2;1;Boleto;0;0;300.00;20190506;2048;20190506;2051;20190507;0
10497;Candidato 10497;6;Curso 6;10;Processo 10;2019/1;;;1;1;;20180917;1721;20180917;1727;;
10498;Candidato 10498;17;Curso 17;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;1725;20180917;1736;20180918;0
10499;Candidato 10499;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180917;1740;20180917;1745;;
10500;Candidato 10500;4;Curso 4;11;Processo 11;2019/1;2;Cartão de Crédito;0;0;300.00;20181023;2145;20181023;2146;20181025;2048
10501;Candidato 10501;9;Curso 9;10;Processo 10;2019/1;;;1;1;;20181107;1330;20181107;1331;;
10502;Candidato 10502;18;Curso 18;10;Processo 10;2019/1;;;1;1;;20180920;1741;20180920;1745;;
10503;Candidato 10503;6;Curso 6;10;Processo 10;2019/1;1;Boleto;0;1;50.00;20181018;1241;20181018;1251;20181019;0
10504;Candidato 10504;39;Curso 39;10;Processo 10;2019/1;;;1;1;;20180921;1348;20180921;1350;;
10505;Candidato 10505;39;Curso 39;10;Processo 10;2019/1;;;;;;20181006;1050;;;;
10505;Candidato 10505;1;Curso 1;15;Processo 15;2019/1;;;;;;20190103;1551;;;;
10505;Candidato 10505;39;Curso 39;19;Processo 19;2019/2;;;0;0;;20190511;1645;20190511;1647;;
10506;Candidato 10506;0;Curso 0;10;Processo 10;2019/1;;;;;;20180917;1754;;;;
10507;Candidato 10507;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180917;1754;20180917;1813;;
10508;Candidato 10508;14;Curso 14;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;1836;20180925;1707;20180926;0
10509;Candidato 10509;14;Curso 14;10;Processo 10;2019/1;;;1;0;;20180917;1846;20180917;1848;;
10510;Candidato 10510;18;Curso 18;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;1924;20180917;2001;20180919;0
10511;Candidato 10511;4;Curso 4;11;Processo 11;2019/1;;;;;;20180917;1930;;;;
10512;Candidato 10512;9;Curso 9;10;Processo 10;2019/1;3;Isento;0;0;0.00;20180917;1941;20180917;1959;20180917;0
10513;Candidato 10513;0;Curso 0;10;Processo 10;2019/1;;;;;;20180917;1954;;;;
10514;Candidato 10514;9;Curso 9;10;Processo 10;2019/1;;;;;;20180917;1958;;;;
10515;Candidato 10515;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180917;2000;20180918;1757;;
10516;Candidato 10516;15;Curso 15;10;Processo 10;2019/1;;;0;1;;20180917;2019;20180917;2031;;
10518;Candidato 10518;39;Curso 39;10;Processo 10;2019/1;;;;;;20180917;2030;;;;
10519;Candidato 10519;0;Curso 0;10;Processo 10;2019/1;;;;;;20180917;2035;;;;
10520;Candidato 10520;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180917;2035;20180917;2037;20181009;0
10521;Candidato 10521;12;Curso 12;10;Processo 10;2019/1;;;;;;20180917;2041;;;;
10522;Candidato 10522;14;Curso 14;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;2044;20180917;2049;20180918;0
10523;Candidato 10523;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180917;2113;20180917;2138;20180918;0
10523;Candidato 10523;4;Curso 4;16;Processo 16;2019/1;;;0;0;;20190207;816;20190207;817;;
10523;Candidato 10523;4;Curso 4;21;Processo 21;2019/2;1;Boleto;0;0;300.00;20190423;1820;20190423;1826;20190503;0
10524;Candidato 10524;17;Curso 17;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;2131;20180917;2143;20180918;0
10525;Candidato 10525;14;Curso 14;10;Processo 10;2019/1;1;Boleto;0;0;25.00;20180917;2142;20180917;2150;20181009;0
10526;Candidato 10526;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180917;2142;20180917;2144;20180918;0
10526;Candidato 10526;4;Curso 4;16;Processo 16;2019/1;1;Boleto;0;0;100.00;20190206;1308;20190206;1314;20190206;0
10527;Candidato 10527;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180917;2241;20180917;2244;;
10528;Candidato 10528;6;Curso 6;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180917;2242;20180917;2246;20181003;0
10529;Candidato 10529;9;Curso 9;10;Processo 10;2019/1;;;;;;20180917;2242;;;;
10530;Candidato 10530;9;Curso 9;15;Processo 15;2019/1;;;0;0;;20190224;257;20190224;300;;
10531;Candidato 10531;15;Curso 15;10;Processo 10;2019/1;;;1;1;;20180918;922;20180918;1122;;
10532;Candidato 10532;18;Curso 18;10;Processo 10;2019/1;1;Boleto;1;1;25.00;20180918;924;20180918;1115;20180928;0
10533;Candidato 10533;39;Curso 39;10;Processo 10;2019/1;;;;;;20180918;931;;;;
10534;Candidato 10534;15;Curso 15;10;Processo 10;2019/1;1;Boleto;0;1;25.00;20180918;956;20180918;1123;20180919;0
10535;Candidato 10535;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180918;1016;20180918;1018;20180918;0
10536;Candidato 10536;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180918;1027;20180918;1029;;
10537;Candidato 10537;4;Curso 4;12;Processo 12;2019/1;;;;;;20180918;1152;;;;
10538;Candidato 10538;39;Curso 39;10;Processo 10;2019/1;;;;;;20180918;1208;;;;
10539;Candidato 10539;15;Curso 15;10;Processo 10;2019/1;;;;;;20180918;1241;;;;
10540;Candidato 10540;1;Curso 1;10;Processo 10;2019/1;3;Isento;0;0;0.00;20180918;1301;20180918;1334;20180918;0
10540;Candidato 10540;1;Curso 1;27;Processo 27;2020/1;3;Isento;0;1;0.00;20191218;916;20191218;916;20191218;0
10541;Candidato 10541;13;Curso 13;10;Processo 10;2019/1;;;0;1;;20180918;1309;20180918;1316;;
10542;Candidato 10542;15;Curso 15;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180918;1356;20180918;1359;20180918;0
10543;Candidato 10543;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180918;1414;20180918;1418;;
10544;Candidato 10544;4;Curso 4;11;Processo 11;2019/1;;;;;;20180918;1427;;;;
10545;Candidato 10545;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180918;1546;20180918;1550;;
10546;Candidato 10546;4;Curso 4;12;Processo 12;2019/1;;;;;;20180918;1628;;;;
10548;Candidato 10548;12;Curso 12;10;Processo 10;2019/1;;;1;1;;20180918;1731;20180918;1738;;
10549;Candidato 10549;12;Curso 12;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180918;1749;20180918;1756;20180919;0
10549;Candidato 10549;12;Curso 12;15;Processo 15;2019/1;3;Isento;0;1;0.00;20181128;850;20181128;850;20181128;0
10550;Candidato 10550;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180918;1759;20180918;1802;20180921;0
10551;Candidato 10551;4;Curso 4;12;Processo 12;2019/1;;;0;0;;20180918;1800;20180918;1811;;
10552;Candidato 10552;1;Curso 1;10;Processo 10;2019/1;1;Boleto;1;1;25.00;20180918;1805;20180918;1819;20180920;0
10553;Candidato 10553;5;Curso 5;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180918;1844;20180918;1850;20181008;0
10554;Candidato 10554;20;Curso 20;10;Processo 10;2019/1;;;1;0;;20180918;2049;20180918;2056;;
10554;Candidato 10554;51;Curso 51;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190120;1336;20190120;1340;20190120;0
10555;Candidato 10555;6;Curso 6;10;Processo 10;2019/1;;;;;;20180918;2052;;;;
10555;Candidato 10555;0;Curso 0;15;Processo 15;2019/1;;;;;;20181213;1030;;;;
10555;Candidato 10555;4;Curso 4;29;Processo 29;2020/1;;;0;0;;20190917;1725;20190917;1729;;
10556;Candidato 10556;4;Curso 4;11;Processo 11;2019/1;;;;;;20180918;2059;;;;
10557;Candidato 10557;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180918;2100;20180918;2103;20180924;0
10558;Candidato 10558;19;Curso 19;10;Processo 10;2019/1;2;Cartão de Crédito;0;0;50.00;20180918;2127;20180918;2142;20181014;2204
10558;Candidato 10558;19;Curso 19;15;Processo 15;2019/1;;;0;0;;20181127;1133;20181127;1140;;
10558;Candidato 10558;19;Curso 19;20;Processo 20;2019/2;;;;;;20190807;1717;;;;
10559;Candidato 10559;4;Curso 4;11;Processo 11;2019/1;3;Isento;0;0;0.00;20180918;2244;20180918;2251;20181016;0
10561;Candidato 10561;4;Curso 4;11;Processo 11;2019/1;;;;;;20180918;2303;;;;
10562;Candidato 10562;18;Curso 18;10;Processo 10;2019/1;;;;;;20180919;48;;;;
10563;Candidato 10563;4;Curso 4;12;Processo 12;2019/1;1;Boleto;0;0;200.00;20180919;220;20180919;232;20181025;0
10564;Candidato 10564;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;1;300.00;20180919;832;20180919;834;20180920;0
10564;Candidato 10564;4;Curso 4;16;Processo 16;2019/1;1;Boleto;0;1;100.00;20190205;1049;20190205;1052;20190206;0
10565;Candidato 10565;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180919;2153;20180924;35;20180927;0
10566;Candidato 10566;4;Curso 4;11;Processo 11;2019/1;2;Cartão de Crédito;0;0;300.00;20181103;842;20181103;844;20181103;846
10567;Candidato 10567;9;Curso 9;10;Processo 10;2019/1;3;Isento;0;0;0.00;20180919;940;20180919;1016;20180919;0
10568;Candidato 10568;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;150.00;20180919;1045;20180919;1046;20181026;0
10568;Candidato 10568;4;Curso 4;21;Processo 21;2019/2;;;;;;20190507;1254;;;;
10569;Candidato 10569;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180919;1051;20180919;1054;20180925;0
10569;Candidato 10569;4;Curso 4;21;Processo 21;2019/2;1;Boleto;0;0;300.00;20190415;1532;20190415;1533;20190425;0
10570;Candidato 10570;4;Curso 4;11;Processo 11;2019/1;;;;;;20180919;1145;;;;
10571;Candidato 10571;4;Curso 4;11;Processo 11;2019/1;3;Isento;0;0;0.00;20180919;1159;20180919;1201;20180919;0
10572;Candidato 10572;4;Curso 4;12;Processo 12;2019/1;;;;;;20180919;1228;;;;
10572;Candidato 10572;4;Curso 4;26;Processo 26;2020/1;;;;;;20200430;2148;;;;
10572;Candidato 10572;4;Curso 4;29;Processo 29;2020/1;;;;;;20190908;1746;;;;
10572;Candidato 10572;20;Curso 20;38;Processo 38;2020/2;;;;;;20200430;2154;;;;
10572;Candidato 10572;4;Curso 4;39;Processo 39;2020/2;;;;;;20200527;1138;;;;
10573;Candidato 10573;1;Curso 1;10;Processo 10;2019/1;2;Cartão de Crédito;1;0;25.00;20180919;1232;20180919;1241;20180919;1246
10574;Candidato 10574;4;Curso 4;11;Processo 11;2019/1;;;;;;20180919;1335;;;;
10575;Candidato 10575;4;Curso 4;12;Processo 12;2019/1;;;;;;20180919;1353;;;;
10576;Candidato 10576;4;Curso 4;11;Processo 11;2019/1;;;;;;20180919;1410;;;;
10577;Candidato 10577;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180919;1427;20180919;1429;;
10578;Candidato 10578;4;Curso 4;11;Processo 11;2019/1;3;Isento;0;0;0.00;20181013;1735;20181013;1748;20181024;0
10579;Candidato 10579;15;Curso 15;10;Processo 10;2019/1;;;;;;20180921;1413;;;;
10580;Candidato 10580;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20181004;1042;20181004;1044;;
10580;Candidato 10580;4;Curso 4;16;Processo 16;2019/1;1;Boleto;0;0;100.00;20190205;1706;20190205;2301;20190206;0
10580;Candidato 10580;4;Curso 4;21;Processo 21;2019/2;1;Boleto;0;1;300.00;20190510;1511;20190510;1512;20190515;0
10581;Candidato 10581;39;Curso 39;10;Processo 10;2019/1;;;;;;20180919;1812;;;;
10581;Candidato 10581;39;Curso 39;15;Processo 15;2019/1;3;Isento;0;1;0.00;20181127;1957;20181127;1958;20181128;0
10582;Candidato 10582;20;Curso 20;10;Processo 10;2019/1;;;1;1;;20180924;1845;20180924;1856;;
10583;Candidato 10583;12;Curso 12;10;Processo 10;2019/1;1;Boleto;1;1;25.00;20180920;1605;20180920;1610;20180928;0
10584;Candidato 10584;1;Curso 1;10;Processo 10;2019/1;;;1;1;;20180920;1440;20180920;1444;;
10585;Candidato 10585;4;Curso 4;11;Processo 11;2019/1;;;;;;20180919;1830;;;;
10586;Candidato 10586;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180919;1851;20180919;1854;20181026;0
10587;Candidato 10587;4;Curso 4;12;Processo 12;2019/1;1;Boleto;0;0;200.00;20180919;1934;20180919;1947;20180920;0
10587;Candidato 10587;4;Curso 4;16;Processo 16;2019/1;;;0;0;;20190207;1946;20190207;1952;;
10588;Candidato 10588;9;Curso 9;10;Processo 10;2019/1;;;;;;20180919;1946;;;;
10589;Candidato 10589;0;Curso 0;10;Processo 10;2019/1;;;;;;20180919;1949;;;;
10590;Candidato 10590;39;Curso 39;10;Processo 10;2019/1;1;Boleto;1;0;50.00;20180919;2035;20180919;2048;20181018;0
10591;Candidato 10591;14;Curso 14;10;Processo 10;2019/1;;;;;;20180919;2048;;;;
10592;Candidato 10592;14;Curso 14;10;Processo 10;2019/1;;;;;;20180919;2214;;;;
10592;Candidato 10592;4;Curso 4;11;Processo 11;2019/1;2;Cartão de Crédito;0;0;300.00;20181005;947;20181005;950;20181005;952
10593;Candidato 10593;18;Curso 18;10;Processo 10;2019/1;;;;;;20180919;2332;;;;
10594;Candidato 10594;2;Curso 2;10;Processo 10;2019/1;;;;;;20180920;28;;;;
10595;Candidato 10595;1;Curso 1;10;Processo 10;2019/1;;;0;0;;20180920;409;20180920;420;;
10596;Candidato 10596;18;Curso 18;10;Processo 10;2019/1;1;Boleto;1;1;25.00;20180920;737;20180920;1210;20180925;0
10597;Candidato 10597;20;Curso 20;10;Processo 10;2019/1;1;Boleto;1;1;50.00;20180920;758;20180920;819;20181112;0
10597;Candidato 10597;20;Curso 20;15;Processo 15;2019/1;;;;;;20181123;2253;;;;
10598;Candidato 10598;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;846;20180920;849;;
10598;Candidato 10598;4;Curso 4;16;Processo 16;2019/1;;;0;0;;20190208;555;20190208;600;;
10598;Candidato 10598;4;Curso 4;26;Processo 26;2020/1;1;Boleto;0;0;300.00;20191127;6;20191127;9;20191127;0
10599;Candidato 10599;4;Curso 4;11;Processo 11;2019/1;3;Isento;0;0;0.00;20180920;910;20180920;912;20180920;0
10599;Candidato 10599;4;Curso 4;21;Processo 21;2019/2;3;Isento;0;0;0.00;20190416;721;20190416;722;20190508;0
10599;Candidato 10599;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200528;1020;20200528;1028;;
10600;Candidato 10600;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1034;20180920;1037;;
10600;Candidato 10600;4;Curso 4;21;Processo 21;2019/2;3;Isento;0;0;0.00;20190421;2310;20190421;2312;20190502;0
10601;Candidato 10601;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180920;1041;20180920;1044;20181002;0
10602;Candidato 10602;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180920;1044;20180920;1046;20180924;0
10603;Candidato 10603;4;Curso 4;12;Processo 12;2019/1;;;;;;20180920;1047;;;;
10604;Candidato 10604;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1047;20180920;1049;;
10604;Candidato 10604;4;Curso 4;21;Processo 21;2019/2;3;Isento;0;0;0.00;20190417;2211;20190417;2213;20190502;0
10605;Candidato 10605;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1049;20180920;1050;;
10606;Candidato 10606;4;Curso 4;11;Processo 11;2019/1;;;;;;20180920;1113;;;;
10607;Candidato 10607;18;Curso 18;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180920;1132;20180920;1136;20181001;0
10608;Candidato 10608;4;Curso 4;11;Processo 11;2019/1;;;;;;20180920;1153;;;;
10609;Candidato 10609;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1249;20180920;1251;;
10609;Candidato 10609;4;Curso 4;12;Processo 12;2019/1;;;;;;20181025;1930;;;;
10609;Candidato 10609;4;Curso 4;21;Processo 21;2019/2;2;Cartão de Crédito;0;0;300.00;20190429;937;20190429;938;20190522;1554
10610;Candidato 10610;10;Curso 10;10;Processo 10;2019/1;;;;;;20180920;1257;;;;
10611;Candidato 10611;4;Curso 4;12;Processo 12;2019/1;;;0;0;;20180920;1312;20180920;1323;;
10612;Candidato 10612;18;Curso 18;10;Processo 10;2019/1;;;;;;20180920;1344;;;;
10613;Candidato 10613;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180920;1349;20180920;1351;20181029;0
10613;Candidato 10613;4;Curso 4;16;Processo 16;2019/1;1;Boleto;0;1;100.00;20190205;1509;20190205;1513;20190212;0
10613;Candidato 10613;4;Curso 4;21;Processo 21;2019/2;1;Boleto;0;1;300.00;20190521;1806;20190521;1807;20190522;0
10613;Candidato 10613;4;Curso 4;26;Processo 26;2020/1;1;Boleto;0;1;300.00;20191121;1543;20191121;1543;20191127;0
10614;Candidato 10614;4;Curso 4;11;Processo 11;2019/1;;;;;;20180920;1353;;;;
10614;Candidato 10614;4;Curso 4;12;Processo 12;2019/1;;;0;0;;20180920;1402;20180920;1404;;
10616;Candidato 10616;18;Curso 18;10;Processo 10;2019/1;;;1;1;;20180920;1438;20180920;1441;;
10617;Candidato 10617;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1452;20180920;1454;;
10618;Candidato 10618;9;Curso 9;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180920;1502;20180920;1520;20181009;0
10619;Candidato 10619;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1509;20180920;1514;;
10620;Candidato 10620;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1512;20180920;1516;;
10621;Candidato 10621;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1523;20180920;1525;;
10622;Candidato 10622;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;1;300.00;20181006;1414;20181006;1424;20181008;0
10622;Candidato 10622;4;Curso 4;21;Processo 21;2019/2;;;0;0;;20190513;1503;20190513;1505;;
10623;Candidato 10623;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180920;1533;20180920;1536;20181026;0
10624;Candidato 10624;9;Curso 9;10;Processo 10;2019/1;3;Isento;0;1;0.00;20180920;1534;20180920;1540;20180920;0
10625;Candidato 10625;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1535;20180920;1538;;
10625;Candidato 10625;4;Curso 4;22;Processo 22;2019/2;1;Boleto;0;0;200.00;20190426;1747;20190514;1339;20190514;0
10625;Candidato 10625;4;Curso 4;29;Processo 29;2020/1;1;Boleto;0;1;200.00;20191018;1449;20191018;1450;20191021;0
10626;Candidato 10626;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1612;20180920;1617;;
10627;Candidato 10627;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1732;20180920;1739;;
10628;Candidato 10628;19;Curso 19;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180920;1810;20180920;1823;20180921;0
10629;Candidato 10629;9;Curso 9;10;Processo 10;2019/1;;;;;;20180920;1900;;;;
10630;Candidato 10630;12;Curso 12;10;Processo 10;2019/1;;;;;;20180920;1923;;;;
10631;Candidato 10631;13;Curso 13;10;Processo 10;2019/1;;;;;;20180920;1952;;;;
10632;Candidato 10632;4;Curso 4;12;Processo 12;2019/1;;;;;;20180920;2000;;;;
10633;Candidato 10633;4;Curso 4;11;Processo 11;2019/1;2;Cartão de Crédito;0;0;300.00;20180920;2013;20180920;2015;20181005;1859
10633;Candidato 10633;4;Curso 4;12;Processo 12;2019/1;2;Cartão de Crédito;0;0;100.00;20180920;2016;20180920;2020;20181005;1900
10634;Candidato 10634;4;Curso 4;12;Processo 12;2019/1;;;0;0;;20180920;2051;20180920;2102;;
10635;Candidato 10635;9;Curso 9;10;Processo 10;2019/1;;;0;1;;20180920;2301;20180921;805;;
10636;Candidato 10636;4;Curso 4;11;Processo 11;2019/1;;;;;;20180921;58;;;;
10637;Candidato 10637;4;Curso 4;12;Processo 12;2019/1;;;;;;20180921;133;;;;
10638;Candidato 10638;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180921;722;20180921;726;;
10638;Candidato 10638;4;Curso 4;16;Processo 16;2019/1;;;0;0;;20190207;1758;20190207;1800;;
10639;Candidato 10639;4;Curso 4;11;Processo 11;2019/1;2;Cartão de Crédito;0;0;300.00;20180921;804;20180921;806;20181008;1640
10639;Candidato 10639;4;Curso 4;12;Processo 12;2019/1;;;;;;20180921;810;;;;
10639;Candidato 10639;4;Curso 4;16;Processo 16;2019/1;1;Boleto;0;0;100.00;20190207;1759;20190207;1801;20190214;0
10639;Candidato 10639;4;Curso 4;21;Processo 21;2019/2;;;0;1;;20190518;1000;20190518;1011;;
10639;Candidato 10639;4;Curso 4;22;Processo 22;2019/2;;;0;0;;20190419;1715;20190419;1721;;
